,open,high,low,close,adjclose,volume,ticker
2013-07-01,10.658807754516602,10.722761154174805,9.760188102722168,9.904492378234863,8.411552429199219,109380510,LREN3.SA
2013-08-01,9.953686714172363,10.88182258605957,9.150176048278809,9.410906791687012,7.992365837097168,131469561,LREN3.SA
2013-09-01,9.48633861541748,11.701730728149414,9.48633861541748,10.417755126953125,8.84744644165039,132054994,LREN3.SA
2013-10-01,10.493185997009277,11.527911186218262,10.219337463378906,11.068761825561523,9.414692878723145,106260038,LREN3.SA
2013-11-01,11.113037109375,11.226183891296387,9.927450180053711,10.24885368347168,8.717309951782227,84925338,LREN3.SA
2013-12-01,10.1045503616333,10.488266944885254,9.714273452758789,10.002881050109863,8.50809383392334,85706522,LREN3.SA
2014-01-01,10.002881050109863,10.132427215576172,8.940279960632324,9.089503288269043,7.745145797729492,141974397,LREN3.SA
2014-02-01,9.089503288269043,9.743789672851562,8.668069839477539,9.461742401123047,8.062334060668945,121319039,LREN3.SA
2014-03-01,9.461742401123047,10.62601089477539,9.322357177734375,10.530901908874512,8.973358154296875,76372554,LREN3.SA
2014-04-01,10.50302505493164,10.950695037841797,10.086511611938477,10.757197380065918,9.185578346252441,87199983,LREN3.SA
2014-05-01,10.757197380065918,11.44591999053955,10.70144271850586,11.158951759338379,9.643589973449707,87229255,LREN3.SA
2014-06-01,11.08843994140625,12.082168579101562,10.871983528137207,11.609901428222656,10.03330135345459,84204526,LREN3.SA
2014-07-01,11.678773880004883,12.177277565002441,11.172069549560547,11.232744216918945,9.724644660949707,83460538,LREN3.SA
2014-08-01,11.232744216918945,12.626587867736816,11.093358993530273,12.593791007995605,10.902958869934082,81106618,LREN3.SA
2014-09-01,12.667583465576172,12.667583465576172,10.927738189697266,11.655816078186035,10.090914726257324,102443147,LREN3.SA
2014-10-01,11.452479362487793,12.442928314208984,10.722761154174805,12.167439460754395,10.553313255310059,104692180,LREN3.SA
2014-11-01,12.082168579101562,12.703659057617188,11.537750244140625,12.536397933959961,10.87332534790039,60209161,LREN3.SA
2014-12-01,12.134642601013184,12.626587867736816,11.4705171585083,12.539677619934082,10.87617015838623,17663061,LREN3.SA
2015-01-01,12.539677619934082,12.560995101928711,11.463957786560059,11.560707092285156,10.044941902160645,107391872,LREN3.SA
2015-02-01,11.645977020263672,13.897445678710938,11.473796844482422,13.789217948913574,11.9812650680542,116161146,LREN3.SA
2015-03-01,13.743303298950195,14.94528865814209,13.190685272216797,14.886255264282227,12.934469223022461,118025379,LREN3.SA
2015-04-01,14.989563941955566,17.275468826293945,14.799345016479492,17.226274490356445,14.997430801391602,86862746,LREN3.SA
2015-05-01,17.226274490356445,19.102224349975586,16.890111923217773,17.554237365722656,15.420110702514648,85921792,LREN3.SA
2015-06-01,17.554237365722656,19.05630874633789,17.201675415039062,18.52992820739746,16.277177810668945,98157307,LREN3.SA
2015-07-01,18.661113739013672,19.413789749145508,16.97210121154785,17.8559627532959,15.71161937713623,86795057,LREN3.SA
2015-08-01,17.687061309814453,17.783811569213867,15.135506629943848,16.155473709106445,14.215337753295898,130799367,LREN3.SA
2015-09-01,15.699604034423828,17.044254302978516,14.725552558898926,15.086313247680664,13.27457332611084,107481763,LREN3.SA
2015-10-01,15.151905059814453,17.045894622802734,14.733752250671387,15.168304443359375,13.376666069030762,107391385,LREN3.SA
2015-11-01,15.168304443359375,16.6031436920166,14.28280258178711,14.348395347595215,12.653603553771973,89516949,LREN3.SA
